// Move to data/assets_data.csv
asset_id,category,type,state,city,condition,purchase_date,last_maintenance_date,next_maintenance_due,usage_hours,assigned_officer,remarks,serial_number,caliber,ammunition_count,assigned_unit,ip_address,firmware_version,os_version,vendor,warranty_expiry,license_plate,fuel_type,assigned_station,mileage_km,battery_health,connectivity,storage_capacity
AST160765,Weapons,Walther P99,Johor,Muar,Good,2016-10-04,2017-06-27,2018-02-11,2114.0,Hakim,Camera lens scratched,AJ571502,9mm,122.0,Criminal Investigation,,,,,,,,,,,,
PDM669163,ICT Assets,Fortinet Firewall,Kuala Lumpur,Kuala Lumpur,Good,2022-09-21,2023-01-25,2023-10-28,4165.0,Rashid,Hardware replacement needed,,,,,172.16.124.88,v1.6.6,v8.2,Fortinet,2026-07-15,,,,,,,
AST408492,Devices,Hikvision CCTV,Pahang,Temerloh,Good,2019-01-03,2019-08-24,2020-05-07,1376.0,Khadijah,Software update pending,,,,,,v7.2,,,,,,,,72%,WiFi,16GB
EQP535583,Weapons,Remington 870,Sabah,Sandakan,Damaged,2016-09-14,2016-11-07,2017-03-20,983.0,Rashid,Performance optimal,KH905446,9mm,57.0,Cybercrime Unit,,,,,,,,,,,,
AST337421,Weapons,HK416,Johor,Batu Pahat,Damaged,2019-08-23,2020-03-08,2021-02-26,4645.0,Hakim,Camera lens scratched,AI908887,.38 Special,182.0,Narcotics Division,,,,,,,,,,,,
AST293414,ICT Assets,HP Laptop,Pahang,Temerloh,Needs Action,2018-03-10,2019-02-26,2019-11-13,2185.0,Halimah,No issues,,,,,192.168.83.198,v5.7.7,v12.0,HP,2020-03-29,,,,,,,
PDM576489,Weapons,HK416,Negeri Sembilan,Nilai,Needs Action,2022-01-23,2022-06-25,2023-06-21,1695.0,Haslinda,Regular inspection due,GK488340,.45 ACP,28.0,Anti-Vice Unit,,,,,,,,,,,,
PDM442191,Vehicles,Yamaha R25 Motorcycle,Negeri Sembilan,Bahau,Good,2015-11-06,2016-02-03,2016-12-15,,Aminah,Storage capacity low,,,,,,,,,,PH 1245 E,Diesel,Bahau District Office,74446.0,,,
EQP823585,Devices,Motorola APX Radio,Perak,Taiping,Needs Action,2016-06-04,2016-12-28,2017-04-12,2749.0,Khadijah,Firmware outdated,,,,,,v9.9,,,,,,,,96%,4G,32GB
EQP337486,Weapons,Revolver .38 Special,Sabah,Tawau,Damaged,2015-02-07,2015-05-01,2016-02-23,2078.0,Ismail,Battery replacement needed,CO944467,7.62mm,189.0,Mobile Patrol Force,,,,,,,,,,,,
AST348755,Weapons,Revolver .38 Special,Kuala Lumpur,Bangsar,Damaged,2022-04-11,2023-02-13,2023-12-15,1803.0,Hamid,Hardware replacement needed,FP633057,5.56mm,163.0,Narcotics Division,,,,,,,,,,,,
EQP289340,Vehicles,Proton Wira,Sabah,Tawau,Needs Action,2018-10-05,2018-11-09,2019-05-20,,Hamid,Performance optimal,,,,,,,,,,PH 3588 C,Electric,Tawau Police Station,141392.0,,,
EQP303974,Weapons,Remington 870,Perak,Sitiawan,Needs Action,2018-11-24,2019-05-14,2019-12-05,3409.0,Yusof,Requires software upgrade,GK102989,5.56mm,147.0,Cybercrime Unit,,,,,,,,,,,,
AST367983,Devices,Axon Body 3,Kuala Lumpur,Kepong,Needs Action,2018-11-13,2019-11-12,2020-02-21,2209.0,Zaharah,Regular maintenance completed,,,,,,v4.8,,,,,,,,60%,USB,128GB
EQP840037,Vehicles,Yamaha R25 Motorcycle,Johor,Johor Bahru,Needs Action,2015-08-22,2016-08-19,2016-11-30,,Ramlah,Software update pending,,,,,,,,,,WA 6229 K,Petrol,Johor Bahru HQ,44614.0,,,
EQP613865,ICT Assets,iPad Tablet,Terengganu,Kemaman,Needs Action,2021-08-04,2022-05-17,2023-05-13,1374.0,Aisyah,Battery degradation,,,,,192.168.210.161,v3.7.1,v11.3,Apple,2023-04-05,,,,,,,
PDM340134,Weapons,Sig Sauer P226,Kelantan,Kota Bharu,Damaged,2020-11-03,2021-07-03,2022-02-25,2813.0,Aminah,Needs calibration,FB998628,5.56mm,82.0,Special Branch,,,,,,,,,,,,
AST117294,Weapons,M4 Carbine,Melaka,Ayer Keroh,Damaged,2019-09-22,2020-02-16,2020-05-16,3484.0,Hakim,Regular inspection due,ZK256834,9mm,147.0,Special Branch,,,,,,,,,,,,
EQP845400,Devices,Hikvision CCTV,Selangor,Klang,Damaged,2025-02-24,2025-04-24,2025-09-24,946.0,Ismail,Hardware replacement needed,,,,,,v3.3,,,,,,,,75%,USB,128GB
PDM932535,ICT Assets,Canon Printer,Kelantan,Kota Bharu,Good,2020-08-27,2021-06-24,2022-01-29,3649.0,Sarah,Requires software upgrade,,,,,192.168.201.64,v3.6.6,v9.3,Canon,2023-07-11,,,,,,,
EQP273021,ICT Assets,HP Laptop,Terengganu,Kuala Terengganu,Needs Action,2021-01-12,2021-08-02,2022-04-10,8432.0,Siti Nurhaliza,Storage capacity low,,,,,172.16.13.111,v5.7.0,v10.1,HP,2022-03-25,,,,,,,
PDM865492,Weapons,HK416,Sarawak,Kuching,Damaged,2017-10-20,2018-03-14,2018-10-18,2566.0,Aminah,Firmware outdated,RN587146,5.56mm,188.0,Traffic Police,,,,,,,,,,,,
PDM669948,Weapons,M4 Carbine,Melaka,Melaka City,Needs Action,2020-06-12,2021-05-10,2021-09-28,581.0,Siti Nurhaliza,Regular maintenance completed,UC704217,5.56mm,174.0,Cybercrime Unit,,,,,,,,,,,,
EQP558492,ICT Assets,Fortinet Firewall,Kuala Lumpur,Cheras,Good,2024-09-21,2025-01-16,2025-08-01,2234.0,Hassan,Battery replacement needed,,,,,172.16.89.113,v5.6.0,v12.1,Fortinet,2026-04-09,,,,,,,
EQP399146,Weapons,HK416,Kuala Lumpur,Bangsar,Good,2017-05-07,2018-04-13,2019-01-12,4746.0,Ramlah,Scheduled for maintenance,MY081877,9mm,109.0,Criminal Investigation,,,,,,,,,,,,
PDM334453,Vehicles,Toyota Hilux,Kuala Lumpur,Kepong,Damaged,2020-03-26,2020-08-13,2021-07-23,,Halimah,Minor wear and tear,,,,,,,,,,JH 8102 J,Diesel,Kepong Police Station,49703.0,,,
AST433237,Weapons,Walther P99,Putrajaya,Presint 8,Needs Action,2024-04-13,2025-01-01,2025-07-31,4293.0,Nurul,Battery replacement needed,PK370602,.38 Special,167.0,Criminal Investigation,,,,,,,,,,,,
EQP845808,Vehicles,Proton Wira,Penang,Butterworth,Good,2018-10-02,2019-09-27,2020-05-02,,Nurul,Storage capacity low,,,,,,,,,,WA 3868 A,Electric,Butterworth Police Station,81898.0,,,
EQP391629,ICT Assets,Huawei AR Router,Pahang,Kuantan,Damaged,2020-03-04,2020-08-05,2021-07-05,7626.0,Haslinda,Minor wear and tear,,,,,192.168.13.241,v5.2.6,v11.2,Huawei,2024-05-26,,,,,,,
AST593753,Vehicles,Honda Civic,Johor,Johor Bahru,Needs Action,2025-02-26,2025-07-23,2025-10-28,,Omar,Camera lens scratched,,,,,,,,,,PH 1183 G,Hybrid,Johor Bahru Police Station,136112.0,,,
AST942845,Devices,Motorola VB400,Pahang,Jerantut,Good,2015-01-29,2015-04-10,2016-02-25,575.0,Azmi,Camera lens scratched,,,,,,v9.8,,,,,,,,96%,Bluetooth,16GB
PDM253098,Vehicles,Proton X70,Penang,Bukit Mertajam,Damaged,2019-07-16,2020-01-06,2020-09-18,,Noraini,Network connectivity issues,,,,,,,,,,TR 2343 G,Diesel,Bukit Mertajam HQ,143751.0,,,
PDM454970,ICT Assets,Malware Threat Management,Sarawak,Bintulu,Good,2024-10-12,2025-01-16,2025-05-28,8363.0,Hakim,Firmware outdated,,,,,192.168.87.187,v2.3.7,v11.2,Symantec,2028-05-29,,,,,,,
AST764852,Devices,Motorola APX Radio,Melaka,Melaka City,Needs Action,2024-05-30,2024-07-30,2025-07-25,988.0,Hassan,Requires software upgrade,,,,,,v9.5,,,,,,,,82%,Bluetooth,16GB
EQP806143,Vehicles,Honda CBX Motorcycle,Negeri Sembilan,Port Dickson,Needs Action,2021-11-13,2022-01-28,2022-05-31,,Hafiz,Needs calibration,,,,,,,,,,WB 6171 B,Petrol,Port Dickson HQ,14697.0,,,
EQP801176,ICT Assets,Cisco ISR Router,Sabah,Kota Kinabalu,Needs Action,2025-06-07,2025-08-11,2026-03-05,4658.0,Sharifah,Hardware replacement needed,,,,,172.16.50.60,v1.2.0,v11.2,Cisco,2027-08-10,,,,,,,
PDM837980,Devices,Dahua CCTV,Terengganu,Dungun,Needs Action,2024-04-07,2024-10-09,2025-04-02,2727.0,Yusof,Requires cleaning,,,,,,v9.0,,,,,,,,68%,Ethernet,512GB
AST309730,Weapons,Sig Sauer P226,Kuala Lumpur,Kuala Lumpur,Damaged,2022-09-16,2023-07-11,2023-12-22,3525.0,Siti Nurhaliza,Regular maintenance completed,PL973674,9mm,188.0,Mobile Patrol Force,,,,,,,,,,,,
AST288322,ICT Assets,Windows Server 2019,Negeri Sembilan,Seremban,Damaged,2022-01-18,2022-07-03,2023-06-24,7960.0,Mariam,Minor wear and tear,,,,,172.16.173.21,v5.8.6,v12.3,Microsoft,2026-09-09,,,,,,,
EQP607048,Weapons,Baton,Pahang,Kuantan,Needs Action,2023-08-04,2023-11-11,2024-04-01,1374.0,Sarah,Software update pending,RS741431,9mm,7.0,Patrol Unit,,,,,,,,,,,,
AST295851,ICT Assets,HP Laptop,Melaka,Melaka City,Damaged,2025-11-06,2025-08-16,2026-04-11,7679.0,Hassan,Software update pending,,,,,192.168.224.142,v2.3.0,v12.2,HP,2028-02-25,,,,,,,
AST226370,Weapons,Uzi,Selangor,Klang,Damaged,2017-10-12,2018-04-17,2019-03-24,1438.0,Baharuddin,Needs calibration,ZR468004,.22 LR,164.0,Special Branch,,,,,,,,,,,,
AST147696,Weapons,Baton,Pahang,Kuantan,Needs Action,2024-11-22,2025-06-01,2026-04-12,4099.0,Hassan,Requires software upgrade,AT095020,.45 ACP,142.0,Criminal Investigation,,,,,,,,,,,,
AST387422,Vehicles,Honda CBX Motorcycle,Kuala Lumpur,Cheras,Damaged,2024-08-31,2024-11-06,2025-05-18,,Nurul,Camera lens scratched,,,,,,,,,,WC 5251 E,Hybrid,Cheras Police Station,141003.0,,,
EQP145431,ICT Assets,DNS Server,Johor,Skudai,Needs Action,2021-02-07,2021-09-17,2022-05-14,2199.0,Sharifah,Regular inspection due,,,,,172.16.90.164,v3.2.1,v12.5,Microsoft,2025-07-04,,,,,,,
AST266431,ICT Assets,Canon Printer,Sabah,Sandakan,Needs Action,2016-03-17,2016-05-17,2016-09-02,4789.0,Ibrahim,Battery degradation,,,,,172.16.169.3,v4.7.0,v11.0,Canon,2020-04-09,,,,,,,
EQP947638,Weapons,Benelli M4,Perak,Ipoh,Good,2020-07-28,2021-02-24,2021-08-29,1130.0,Normah,Minor wear and tear,EI628869,.357 Magnum,5.0,Patrol Unit,,,,,,,,,,,,
PDM128014,ICT Assets,Canon Printer,Selangor,Klang,Good,2024-09-04,2025-03-30,2025-11-06,1759.0,Hakim,Engine overheating,,,,,192.168.27.83,v2.5.5,v12.1,Canon,2027-11-10,,,,,,,
AST580178,Vehicles,Proton Wira,Melaka,Melaka City,Needs Action,2025-06-28,2025-08-07,2025-12-09,,Zaitun,Needs calibration,,,,,,,,,,WA 1437 F,Hybrid,Melaka City HQ,180160.0,,,
PDM241628,Devices,Axon Body 3,Putrajaya,Presint 15,Needs Action,2022-01-09,2022-12-16,2023-07-31,397.0,Ahmad Faiz,Battery degradation,,,,,,v5.5,,,,,,,,68%,4G,256GB
AST895079,Vehicles,Proton Wira,Kedah,Alor Setar,Needs Action,2024-11-18,2025-03-02,2025-07-14,,Normah,Storage capacity low,,,,,,,,,,TR 1507 E,Diesel,Alor Setar Police Station,59055.0,,,
PDM842954,Vehicles,Proton Wira,Pahang,Kuantan,Damaged,2022-05-11,2023-01-16,2024-01-02,,Azmi,Regular maintenance completed,,,,,,,,,,PN 8163 C,Petrol,Kuantan Police Station,134871.0,,,
PDM863729,Weapons,M4 Carbine,Penang,George Town,Needs Action,2024-10-07,2025-02-19,2025-11-21,3716.0,Ibrahim,Network connectivity issues,TC631844,.45 ACP,1.0,Patrol Unit,,,,,,,,,,,,
AST964788,Devices,Hikvision CCTV,Melaka,Alor Gajah,Needs Action,2015-03-27,2016-01-29,2016-11-04,990.0,Rashid,Hardware replacement needed,,,,,,v4.7,,,,,,,,98%,4G,128GB
PDM539124,Weapons,Uzi,Putrajaya,Presint 1,Good,2018-05-08,2019-04-30,2020-01-30,621.0,Razak,Software update pending,FA160908,.45 ACP,177.0,Mobile Patrol Force,,,,,,,,,,,,
AST155146,Weapons,Glock 19,Perak,Ipoh,Good,2023-10-26,2023-12-11,2024-08-12,2687.0,Mariam,Camera lens scratched,SO398960,.22 LR,123.0,Anti-Vice Unit,,,,,,,,,,,,
EQP872498,ICT Assets,Palo Alto Firewall,Putrajaya,Putrajaya,Good,2023-12-19,2024-06-13,2024-10-03,8351.0,Zulkifli,No issues,,,,,172.16.72.122,v1.4.7,v9.1,Palo Alto,2028-05-24,,,,,,,
PDM690330,Vehicles,Yamaha R25 Motorcycle,Kedah,Alor Setar,Damaged,2015-09-29,2016-07-04,2017-01-08,,Abdul Rahman,Regular inspection due,,,,,,,,,,KL 5352 A,Hybrid,Alor Setar Police Station,31875.0,,,
PDM652452,Weapons,Remington 870,Sarawak,Bintulu,Good,2015-08-16,2016-01-04,2016-05-19,1981.0,Ahmad Faiz,Battery degradation,OZ706265,9mm,42.0,Anti-Vice Unit,,,,,,,,,,,,
EQP732458,Vehicles,Toyota Hilux,Kedah,Sungai Petani,Damaged,2023-11-25,2024-06-13,2025-06-02,,Fauziah,Engine overheating,,,,,,,,,,WC 7474 G,Diesel,Sungai Petani District Office,192013.0,,,
AST277721,Vehicles,Proton X70,Kuala Lumpur,Cheras,Needs Action,2016-10-08,2017-04-04,2017-09-17,,Hamid,Regular maintenance completed,,,,,,,,,,WB 5747 F,Hybrid,Cheras HQ,56389.0,,,
PDM517685,Weapons,Baton,Kelantan,Machang,Damaged,2021-01-29,2021-07-14,2021-11-06,4683.0,Ibrahim,Network connectivity issues,XR453234,5.56mm,113.0,Patrol Unit,,,,,,,,,,,,
AST233214,Vehicles,Proton X70,Kedah,Langkawi,Damaged,2016-09-21,2017-02-15,2018-02-11,,Siti Nurhaliza,Requires software upgrade,,,,,,,,,,TR 7079 A,Petrol,Langkawi District Office,56206.0,,,
AST282842,Weapons,Revolver .38 Special,Negeri Sembilan,Seremban,Damaged,2015-07-01,2015-08-24,2016-02-13,2024.0,Siti Nurhaliza,Scheduled for maintenance,KU862154,.38 Special,130.0,Narcotics Division,,,,,,,,,,,,
AST988761,Weapons,M4 Carbine,Johor,Batu Pahat,Needs Action,2020-01-08,2020-06-19,2020-11-17,651.0,Sharifah,Regular maintenance completed,LB584853,7.62mm,108.0,Special Branch,,,,,,,,,,,,
PDM286534,ICT Assets,HP Aruba Switch,Johor,Batu Pahat,Damaged,2022-08-04,2023-06-26,2024-06-15,7774.0,Khadijah,Requires software upgrade,,,,,192.168.203.139,v1.1.8,v11.4,HP,2024-07-29,,,,,,,
EQP549721,Vehicles,Proton Wira,Sarawak,Bintulu,Good,2016-05-17,2016-09-29,2017-03-24,,Khadijah,Needs calibration,,,,,,,,,,WA 2147 A,Electric,Bintulu Police Station,70121.0,,,
EQP617255,Vehicles,Honda CBX Motorcycle,Johor,Skudai,Damaged,2020-12-24,2021-05-16,2021-09-09,,Haslinda,Scheduled for maintenance,,,,,,,,,,NS 1523 F,Hybrid,Skudai HQ,86078.0,,,
AST557398,ICT Assets,VMware ESXi,Melaka,Ayer Keroh,Good,2022-07-12,2022-12-27,2023-11-16,7595.0,Hakim,Engine overheating,,,,,172.16.6.38,v1.6.6,v10.3,VMware,2026-11-23,,,,,,,
AST922513,ICT Assets,Windows Server 2019,Pahang,Temerloh,Damaged,2024-04-01,2024-12-20,2025-06-18,8352.0,Hassan,Storage capacity low,,,,,192.168.47.159,v3.4.2,v11.3,Microsoft,2027-06-20,,,,,,,
AST846294,ICT Assets,HP Laptop,Terengganu,Kuala Terengganu,Damaged,2015-04-23,2015-05-28,2015-09-28,1923.0,Siti Nurhaliza,No issues,,,,,192.168.190.124,v1.2.9,v12.3,HP,2017-08-10,,,,,,,
AST374186,Weapons,Remington 870,Kuala Lumpur,Kuala Lumpur,Needs Action,2021-02-15,2021-04-16,2022-04-01,113.0,Hakim,Battery degradation,DG065982,.45 ACP,108.0,Mobile Patrol Force,,,,,,,,,,,,
EQP354898,ICT Assets,Cisco ISR Router,Penang,Butterworth,Damaged,2025-10-31,2025-08-12,2026-01-13,7586.0,Zarina,Needs calibration,,,,,172.16.248.36,v5.8.7,v12.1,Cisco,2027-08-24,,,,,,,
PDM685327,ICT Assets,HP Laptop,Negeri Sembilan,Bahau,Needs Action,2019-06-07,2019-08-14,2020-01-26,3460.0,Mohd Azlan,Needs calibration,,,,,172.16.220.20,v3.7.2,v12.5,HP,2022-01-17,,,,,,,
PDM138979,Vehicles,Proton Wira,Putrajaya,Presint 15,Good,2023-09-07,2024-01-21,2024-06-08,,Rosnah,Battery replacement needed,,,,,,,,,,TR 4953 D,Diesel,Presint 15 HQ,27766.0,,,
PDM327157,ICT Assets,HP Aruba Switch,Negeri Sembilan,Nilai,Good,2021-09-25,2022-08-07,2023-01-14,1830.0,Baharuddin,Battery replacement needed,,,,,172.16.41.204,v3.8.4,v8.4,HP,2025-07-09,,,,,,,
PDM132668,Vehicles,Logistics Lorry,Negeri Sembilan,Bahau,Good,2015-01-09,2015-03-13,2015-08-08,,Abdul Rahman,Minor wear and tear,,,,,,,,,,WB 4048 C,Diesel,Bahau Police Station,102753.0,,,
PDM586763,Weapons,Taser,Melaka,Alor Gajah,Damaged,2018-08-15,2019-03-21,2019-08-16,2337.0,Suraya,Requires cleaning,CU188026,.357 Magnum,66.0,Criminal Investigation,,,,,,,,,,,,
EQP313124,Weapons,Glock 19,Sarawak,Miri,Good,2017-05-09,2017-09-02,2018-08-13,4128.0,Kamal,Minor wear and tear,BL387234,.22 LR,74.0,Patrol Unit,,,,,,,,,,,,
PDM569644,Vehicles,Honda Civic,Kedah,Langkawi,Needs Action,2024-04-02,2025-03-19,2025-10-20,,Zarina,Engine overheating,,,,,,,,,,PN 4600 E,Electric,Langkawi HQ,59751.0,,,
AST363966,ICT Assets,HP Laptop,Putrajaya,Presint 8,Needs Action,2022-02-12,2022-10-07,2023-09-24,7645.0,Ismail,Firmware outdated,,,,,10.0.15.178,v5.4.7,v10.4,HP,2024-09-15,,,,,,,
PDM661890,ICT Assets,Linux RHEL Server,Kelantan,Kota Bharu,Damaged,2021-12-17,2022-05-02,2023-04-01,3410.0,Hamid,Storage capacity low,,,,,172.16.232.132,v4.7.6,v10.2,Red Hat,2022-12-19,,,,,,,
AST877348,Weapons,M16A4,Kedah,Langkawi,Needs Action,2025-06-12,2025-07-31,2026-03-04,3511.0,Siti Nurhaliza,Storage capacity low,HF444556,.38 Special,86.0,Patrol Unit,,,,,,,,,,,,
PDM507698,Vehicles,Honda CBX Motorcycle,Sabah,Tawau,Needs Action,2023-09-10,2024-04-25,2024-11-15,,Sharifah,Battery degradation,,,,,,,,,,WC 8588 A,Diesel,Tawau District Office,158775.0,,,
PDM289318,Vehicles,Toyota Hilux,Putrajaya,Presint 15,Needs Action,2020-08-03,2020-09-11,2021-05-21,,Suraya,No issues,,,,,,,,,,KD 3193 G,Hybrid,Presint 15 Police Station,45357.0,,,
EQP693381,Vehicles,Honda Civic,Johor,Skudai,Damaged,2018-08-21,2018-11-01,2019-02-11,,Normah,Battery degradation,,,,,,,,,,PH 8586 A,Petrol,Skudai HQ,17956.0,,,
AST940462,ICT Assets,HP Aruba Switch,Sarawak,Bintulu,Good,2020-12-10,2021-01-25,2021-05-13,1996.0,Zarina,No issues,,,,,172.16.108.93,v4.3.7,v11.3,HP,2022-10-19,,,,,,,
EQP879920,ICT Assets,HP Laptop,Sabah,Kota Kinabalu,Needs Action,2025-08-06,2025-08-08,2026-06-10,5901.0,Hakim,Engine overheating,,,,,192.168.17.122,v5.6.2,v12.1,HP,2027-06-28,,,,,,,
AST604046,Devices,Hikvision CCTV,Perak,Kampar,Damaged,2020-12-17,2021-09-01,2022-08-24,1718.0,Mariam,No issues,,,,,,v3.9,,,,,,,,95%,4G,32GB
PDM114085,ICT Assets,HP Laptop,Melaka,Ayer Keroh,Damaged,2017-11-05,2018-10-02,2019-08-16,8696.0,Omar,Firmware outdated,,,,,10.0.219.30,v4.7.1,v10.0,HP,2021-04-23,,,,,,,
AST753196,Devices,Motorola VB400,Melaka,Melaka City,Needs Action,2019-10-13,2020-06-28,2021-01-22,477.0,Siti Nurhaliza,Hardware replacement needed,,,,,,v6.2,,,,,,,,89%,5G,16GB
EQP996302,Devices,Axon Body 3,Terengganu,Dungun,Good,2017-02-05,2017-12-02,2018-11-06,2323.0,Siti Nurhaliza,Camera lens scratched,,,,,,v3.3,,,,,,,,92%,4G,256GB
AST654842,Devices,Dahua CCTV,Pahang,Bentong,Damaged,2016-10-27,2017-01-17,2017-09-21,2077.0,Razak,Performance optimal,,,,,,v6.1,,,,,,,,63%,USB,512GB
AST288746,ICT Assets,Cisco ISR Router,Penang,Bukit Mertajam,Good,2016-11-08,2017-03-23,2018-03-04,2565.0,Razak,Performance optimal,,,,,172.16.46.41,v4.9.0,v9.2,Cisco,2019-05-25,,,,,,,
AST101449,Weapons,Baton,Kuala Lumpur,Bangsar,Damaged,2017-11-03,2018-03-01,2018-08-12,4461.0,Fatimah,Firmware outdated,VZ401605,5.56mm,10.0,Cybercrime Unit,,,,,,,,,,,,
PDM981298,Devices,Motorola VB400,Terengganu,Dungun,Good,2022-10-13,2023-05-22,2023-12-01,772.0,Haslinda,Network connectivity issues,,,,,,v7.6,,,,,,,,65%,Ethernet,64GB
AST167153,ICT Assets,iPad Tablet,Kelantan,Tanah Merah,Needs Action,2017-03-12,2018-02-16,2019-02-07,5969.0,Baharuddin,Software update pending,,,,,10.0.208.26,v4.6.3,v9.5,Apple,2020-05-25,,,,,,,
AST502772,Devices,Hikvision CCTV,Negeri Sembilan,Nilai,Needs Action,2022-12-17,2023-03-08,2024-02-22,206.0,Abdul Rahman,Storage capacity low,,,,,,v7.3,,,,,,,,75%,5G,16GB
AST402679,Weapons,HK416,Terengganu,Dungun,Good,2022-05-13,2022-08-13,2023-01-12,3298.0,Siti Nurhaliza,Hardware replacement needed,DX320116,.45 ACP,128.0,Patrol Unit,,,,,,,,,,,,
PDM227456,Weapons,Sig Sauer P226,Penang,George Town,Needs Action,2015-09-10,2016-07-27,2017-03-28,4055.0,Azmi,Battery degradation,OY223007,7.62mm,181.0,Mobile Patrol Force,,,,,,,,,,,,
AST851868,Weapons,Benelli M4,Melaka,Ayer Keroh,Damaged,2023-08-17,2024-06-27,2025-05-26,3717.0,Mansor,Battery replacement needed,QH460470,7.62mm,9.0,Criminal Investigation,,,,,,,,,,,,
AST314151,Vehicles,Transport Truck,Kedah,Langkawi,Damaged,2025-09-03,2025-08-12,2026-07-03,,Sarah,Software update pending,,,,,,,,,,NS 8593 G,Hybrid,Langkawi HQ,11772.0,,,
AST968467,Weapons,Baton,Kuala Lumpur,Cheras,Needs Action,2018-10-03,2019-08-03,2020-04-02,451.0,Haslinda,Battery degradation,AR519014,.357 Magnum,34.0,Criminal Investigation,,,,,,,,,,,,
EQP642263,ICT Assets,Cisco Catalyst Switch,Putrajaya,Putrajaya,Needs Action,2020-11-02,2021-03-08,2021-08-05,5704.0,Suraya,Firmware outdated,,,,,172.16.217.173,v2.3.9,v11.4,Cisco,2024-08-08,,,,,,,
EQP743754,Devices,Motorola APX Radio,Sarawak,Kuching,Needs Action,2025-10-13,2025-08-02,2026-03-08,1920.0,Rashid,Scheduled for maintenance,,,,,,v4.2,,,,,,,,62%,Ethernet,512GB
AST489726,ICT Assets,Canon Printer,Negeri Sembilan,Bahau,Good,2021-10-23,2022-07-07,2022-10-06,8659.0,Hafiz,Regular inspection due,,,,,10.0.219.52,v4.8.7,v11.0,Canon,2025-05-10,,,,,,,
AST568323,Weapons,Taser,Terengganu,Chukai,Damaged,2015-08-16,2016-06-23,2017-02-11,2745.0,Azmi,Camera lens scratched,QL435088,5.56mm,159.0,Traffic Police,,,,,,,,,,,,
AST853846,Weapons,M16A4,Kedah,Alor Setar,Good,2016-08-30,2017-07-03,2018-05-09,4599.0,Rohani,No issues,LK485970,9mm,48.0,Mobile Patrol Force,,,,,,,,,,,,
PDM231610,Weapons,Sig Sauer P226,Kuala Lumpur,Kuala Lumpur,Good,2018-08-20,2018-10-26,2019-08-16,1181.0,Baharuddin,Battery degradation,VM093805,.38 Special,162.0,Traffic Police,,,,,,,,,,,,
EQP840116,ICT Assets,VMware ESXi,Negeri Sembilan,Nilai,Damaged,2022-01-05,2022-02-18,2022-09-25,6652.0,Hamid,Regular maintenance completed,,,,,10.0.148.228,v1.1.9,v12.4,VMware,2026-04-21,,,,,,,
PDM360429,Weapons,M16A4,Kedah,Kulim,Damaged,2021-05-17,2021-09-26,2022-06-29,3084.0,Azhar,Battery degradation,WD114095,7.62mm,163.0,Patrol Unit,,,,,,,,,,,,
EQP252656,ICT Assets,iPad Tablet,Johor,Johor Bahru,Good,2024-12-27,2025-08-20,2026-01-05,5557.0,Fauziah,Requires software upgrade,,,,,192.168.132.56,v3.5.6,v8.0,Apple,2027-01-07,,,,,,,
AST276559,Weapons,M4 Carbine,Negeri Sembilan,Port Dickson,Good,2019-01-23,2019-09-21,2020-03-16,2194.0,Kamal,Battery degradation,TU268068,.22 LR,102.0,Patrol Unit,,,,,,,,,,,,
PDM902598,Weapons,Walther P99,Johor,Skudai,Good,2015-11-12,2015-12-18,2016-10-16,3948.0,Hafiz,Storage capacity low,SH437621,7.62mm,8.0,Special Branch,,,,,,,,,,,,
EQP958855,Weapons,Revolver .38 Special,Penang,Bukit Mertajam,Damaged,2017-05-07,2017-11-01,2018-08-25,1907.0,Azmi,Storage capacity low,IP368580,.45 ACP,130.0,Patrol Unit,,,,,,,,,,,,
PDM610985,Vehicles,Honda CBX Motorcycle,Terengganu,Chukai,Good,2025-10-09,2025-08-18,2026-01-07,,Zulkifli,Firmware outdated,,,,,,,,,,WA 7973 C,Petrol,Chukai Police Station,76324.0,,,
EQP974325,Devices,Motorola VB400,Johor,Batu Pahat,Needs Action,2018-12-22,2019-05-03,2019-10-19,1996.0,Ismail,Hardware replacement needed,,,,,,v4.5,,,,,,,,98%,5G,256GB
AST112691,Weapons,Taser,Putrajaya,Presint 1,Damaged,2020-06-22,2021-02-03,2021-11-16,4693.0,Aisyah,Requires cleaning,TL970400,5.56mm,58.0,Special Branch,,,,,,,,,,,,
PDM867417,Vehicles,Proton X70,Negeri Sembilan,Nilai,Good,2015-10-22,2016-04-04,2016-10-22,,Khadijah,Battery degradation,,,,,,,,,,KL 5981 E,Diesel,Nilai HQ,154632.0,,,
PDM599788,ICT Assets,Malware Threat Management,Melaka,Alor Gajah,Damaged,2020-07-20,2021-07-05,2022-01-03,7027.0,Hassan,Battery degradation,,,,,172.16.160.205,v3.8.3,v12.2,Symantec,2024-05-24,,,,,,,
PDM820216,Weapons,Revolver .38 Special,Johor,Muar,Needs Action,2024-03-24,2024-07-27,2025-02-01,2893.0,Zulkifli,Network connectivity issues,VK638271,9mm,9.0,Patrol Unit,,,,,,,,,,,,
PDM665604,Vehicles,Honda CBX Motorcycle,Kelantan,Machang,Good,2022-09-21,2023-07-02,2024-05-26,,Omar,Scheduled for maintenance,,,,,,,,,,ML 8287 D,Hybrid,Machang HQ,45427.0,,,
